購買ID,会員ID,購入年月日,購入品目,購入数量,購入金額
P0004267,M000714,2026-03-29,惣菜,2,782
P0004268,M000714,2025-11-30,惣菜,1,668
P0004269,M000715,2025-08-22,果物,2,1622
P0004270,M000715,2026-02-20,野菜,2,1846
P0004271,M000715,2025-09-27,果物,5,5655
P0004272,M000715,2025-10-06,米・穀物,1,3124
P0004273,M000715,2026-02-26,精肉,3,4713
P0004274,M000715,2026-04-25,飲料,2,698
P0004275,M000715,2026-03-13,惣菜,4,2288
P0004276,M000716,2025-11-30,惣菜,3,2217
P0004277,M000716,2025-08-02,精肉,1,1150
P0004278,M000716,2025-12-26,米・穀物,2,5684
P0004279,M000716,2026-03-29,惣菜,2,942
P0004280,M000716,2026-02-09,惣菜,3,3135
P0004281,M000716,2025-10-18,調味料,5,2155
P0004282,M000716,2026-04-29,米・穀物,4,10860
P0004283,M000717,2025-10-23,精肉,5,6880
P0004284,M000717,2025-08-13,飲料,3,981
P0004285,M000717,2026-05-12,果物,1,1020
P0004286,M000717,2026-06-15,鮮魚,5,5180
P0004287,M000718,2026-06-12,調味料,3,1551
P0004288,M000718,2025-10-04,米・穀物,4,10372
P0004289,M000718,2026-01-28,米・穀物,5,15930
P0004290,M000718,2025-12-19,惣菜,2,1262
P0004291,M000718,2026-01-31,飲料,3,819
P0004292,M000719,2025-12-04,飲料,1,433
P0004293,M000719,2026-03-03,惣菜,4,2632
P0004294,M000719,2025-12-26,野菜,1,612
P0004295,M000719,2025-08-15,有機食品セット,3,10920
P0004296,M000719,2025-12-13,調味料,4,1924
P0004297,M000719,2026-04-04,野菜,4,2864
P0004298,M000720,2026-01-19,調味料,1,450
P0004299,M000720,2025-09-09,有機食品セット,1,3832
P0004300,M000720,2026-03-20,果物,3,2250
P0004301,M000720,2025-10-02,有機食品セット,4,4208
P0004302,M000720,2026-01-22,果物,4,3564
P0004303,M000721,2025-07-30,精肉,2,3022
P0004304,M000721,2025-10-15,精肉,3,3864
P0004305,M000721,2025-08-25,有機食品セット,2,7386
P0004306,M000722,2025-07-26,精肉,4,3556
P0004307,M000722,2025-10-26,野菜,3,1830
P0004308,M000722,2025-07-15,米・穀物,4,10544
P0004309,M000722,2025-09-04,米・穀物,1,2568
P0004310,M000722,2025-10-02,飲料,4,1720
P0004311,M000723,2026-04-12,菓子,2,1118
P0004312,M000723,2025-07-10,菓子,2,1198
P0004313,M000723,2025-09-20,米・穀物,2,6924
P0004314,M000723,2025-09-02,飲料,1,487
P0004315,M000723,2025-07-03,果物,4,4348
P0004316,M000723,2026-05-12,飲料,2,1014
P0004317,M000724,2026-06-28,飲料,1,409
P0004318,M000724,2026-05-04,精肉,5,5095
P0004319,M000724,2025-09-16,鮮魚,3,4107
P0004320,M000724,2026-01-29,惣菜,1,752
P0004321,M000724,2025-10-11,惣菜,3,1677
P0004322,M000724,2025-11-20,飲料,2,720
P0004323,M000724,2025-12-30,飲料,3,1644
P0004324,M000725,2025-09-14,果物,2,2112
P0004325,M000725,2025-09-14,果物,5,3245
P0004326,M000725,2025-07-18,米・穀物,4,7076
P0004327,M000725,2026-06-20,米・穀物,2,3728
P0004328,M000725,2026-04-15,菓子,1,663
P0004329,M000725,2026-04-23,精肉,2,3030
P0004330,M000725,2026-05-13,鮮魚,1,2377
P0004331,M000726,2025-08-05,精肉,1,1352
P0004332,M000726,2026-03-14,惣菜,1,647
P0004333,M000726,2026-05-07,鮮魚,4,5144
P0004334,M000726,2026-04-28,惣菜,3,1530
P0004335,M000726,2025-11-15,野菜,5,2490
P0004336,M000727,2025-10-03,野菜,2,1134
P0004337,M000727,2025-12-05,飲料,4,1672
P0004338,M000727,2025-08-30,菓子,2,820
P0004339,M000727,2025-10-27,惣菜,5,1565
P0004340,M000728,2026-03-23,果物,3,2313
P0004341,M000728,2026-05-18,米・穀物,4,9892
P0004342,M000728,2025-08-06,有機食品セット,1,3222
P0004343,M000728,2026-06-15,飲料,4,1276
P0004344,M000728,2025-12-21,飲料,1,329
P0004345,M000728,2026-05-11,惣菜,2,1214
P0004346,M000729,2025-12-05,調味料,4,2068
P0004347,M000729,2025-10-17,米・穀物,3,6660
P0004348,M000729,2025-09-07,調味料,5,2585
P0004349,M000729,2026-05-24,果物,2,2230
P0004350,M000729,2026-05-28,果物,4,4760
P0004351,M000729,2025-11-12,飲料,2,924
P0004352,M000730,2025-11-21,鮮魚,1,1121
P0004353,M000730,2026-05-28,米・穀物,4,8424
P0004354,M000730,2025-11-23,野菜,5,1900
P0004355,M000730,2025-07-13,菓子,3,1968
P0004356,M000731,2025-07-05,菓子,2,1164
P0004357,M000731,2025-09-04,野菜,2,1032
P0004358,M000731,2025-11-15,飲料,5,1155
P0004359,M000731,2025-09-24,飲料,5,2105
P0004360,M000731,2026-01-15,野菜,4,2056
P0004361,M000731,2025-11-30,鮮魚,5,7515
P0004362,M000731,2026-02-02,調味料,2,926
P0004363,M000731,2026-03-24,菓子,5,2315
P0004364,M000731,2025-09-10,調味料,5,2040
P0004365,M000731,2026-05-09,野菜,3,1590
P0004366,M000732,2026-05-18,飲料,2,882
P0004367,M000732,2025-09-12,精肉,2,2166
P0004368,M000732,2026-06-30,野菜,4,1932
P0004369,M000732,2026-05-21,惣菜,1,696
P0004370,M000732,2026-04-19,菓子,1,529
P0004371,M000732,2026-02-26,有機食品セット,4,13888
P0004372,M000732,2025-07-07,惣菜,5,3745
P0004373,M000732,2025-08-10,菓子,4,2236
P0004374,M000732,2026-03-07,野菜,4,2024
P0004375,M000733,2026-02-06,精肉,2,3220
P0004376,M000733,2026-04-01,果物,2,1838
P0004377,M000733,2025-09-28,飲料,1,543
P0004378,M000734,2026-01-30,惣菜,2,964
P0004379,M000734,2025-08-04,菓子,5,3420
P0004380,M000734,2025-08-21,菓子,3,1404
P0004381,M000734,2025-08-19,鮮魚,3,3468
P0004382,M000734,2025-09-17,果物,1,967
P0004383,M000734,2026-04-22,精肉,3,4908
P0004384,M000735,2026-03-25,飲料,1,300
P0004385,M000735,2026-06-23,飲料,4,1616
P0004386,M000735,2025-09-11,菓子,1,579
P0004387,M000735,2025-10-23,飲料,4,1844
P0004388,M000735,2025-08-04,有機食品セット,2,9602
P0004389,M000735,2026-02-13,有機食品セット,1,4254
P0004390,M000735,2025-07-23,精肉,5,4900
P0004391,M000735,2025-11-22,米・穀物,5,15085
P0004392,M000735,2026-03-29,鮮魚,2,3278
P0004393,M000736,2025-09-16,米・穀物,3,8706
P0004394,M000736,2026-04-26,精肉,4,4916
P0004395,M000736,2025-12-26,飲料,2,1274
P0004396,M000736,2025-12-02,菓子,4,2428
P0004397,M000736,2026-01-25,菓子,1,558
P0004398,M000736,2025-09-05,惣菜,4,1664
P0004399,M000736,2025-09-27,米・穀物,4,16060
P0004400,M000736,2026-05-17,米・穀物,3,10332
P0004401,M000737,2026-04-25,有機食品セット,2,8008
P0004402,M000737,2025-11-03,菓子,3,1098
P0004403,M000737,2025-07-15,有機食品セット,2,8280
P0004404,M000737,2026-03-12,果物,3,2859
P0004405,M000737,2025-12-07,有機食品セット,5,23765
P0004406,M000738,2025-12-12,菓子,5,3090
P0004407,M000738,2026-06-25,野菜,4,2256
P0004408,M000738,2026-04-05,米・穀物,1,2661
P0004409,M000738,2026-04-17,惣菜,5,2825
P0004410,M000739,2025-10-22,有機食品セット,1,4464
P0004411,M000739,2026-03-26,有機食品セット,1,2860
P0004412,M000739,2025-09-17,飲料,5,1845
P0004413,M000739,2026-04-24,飲料,3,888
P0004414,M000740,2025-12-09,調味料,4,2344
P0004415,M000740,2026-05-15,果物,1,626
P0004416,M000740,2026-04-04,米・穀物,5,11115
P0004417,M000740,2025-09-30,野菜,3,1608
P0004418,M000740,2026-04-06,野菜,3,1611
P0004419,M000740,2025-09-19,菓子,2,1210
P0004420,M000740,2026-05-26,米・穀物,5,12345
P0004421,M000741,2025-11-02,飲料,1,321
P0004422,M000741,2025-07-24,野菜,5,3910
P0004423,M000741,2026-01-26,精肉,5,6025
P0004424,M000741,2026-02-26,惣菜,3,1614
P0004425,M000741,2025-12-30,惣菜,5,2425
P0004426,M000741,2026-05-20,惣菜,2,1150
P0004427,M000742,2026-03-28,菓子,1,475
P0004428,M000742,2026-01-04,有機食品セット,3,10776
P0004429,M000742,2026-01-21,菓子,4,1892
P0004430,M000742,2025-07-24,精肉,3,2979
P0004431,M000742,2026-06-05,調味料,2,730
P0004432,M000743,2026-05-17,果物,1,754
P0004433,M000743,2025-10-15,有機食品セット,3,13173
P0004434,M000743,2026-03-06,精肉,5,6785
P0004435,M000743,2025-11-26,惣菜,1,693
P0004436,M000743,2026-05-03,野菜,5,1230
P0004437,M000743,2025-12-23,惣菜,3,1863
P0004438,M000743,2025-09-09,菓子,2,1144
P0004439,M000743,2026-02-13,飲料,2,632
P0004440,M000744,2025-09-17,野菜,3,1572
P0004441,M000744,2025-09-23,有機食品セット,4,15752
P0004442,M000744,2025-10-23,果物,2,1812
P0004443,M000744,2026-01-16,野菜,5,3000
P0004444,M000744,2025-10-30,飲料,3,1041
P0004445,M000744,2025-12-17,米・穀物,4,13184
P0004446,M000744,2026-02-15,飲料,2,1132
P0004447,M000745,2025-08-08,調味料,2,690
P0004448,M000745,2025-12-05,精肉,1,1226
P0004449,M000745,2025-11-29,鮮魚,5,6670
P0004450,M000745,2025-07-04,米・穀物,5,19585
P0004451,M000745,2025-09-20,調味料,2,1100
P0004452,M000746,2025-12-10,米・穀物,5,14815
P0004453,M000746,2026-04-17,調味料,1,282
P0004454,M000746,2025-12-05,有機食品セット,1,3904
P0004455,M000746,2026-04-12,果物,3,2493
P0004456,M000746,2026-04-18,飲料,1,263
P0004457,M000746,2025-09-12,有機食品セット,1,3821
P0004458,M000746,2026-03-03,惣菜,1,595
P0004459,M000746,2025-12-25,鮮魚,4,7596
P0004460,M000747,2026-02-27,飲料,3,1686
P0004461,M000747,2026-05-15,精肉,2,2630
P0004462,M000747,2025-09-07,飲料,3,1320
P0004463,M000747,2026-03-11,果物,5,4760
P0004464,M000747,2025-09-20,調味料,4,2720
P0004465,M000747,2025-09-21,野菜,3,2160
P0004466,M000747,2025-11-22,飲料,2,932
P0004467,M000748,2025-09-12,調味料,5,1535
P0004468,M000748,2026-01-01,有機食品セット,3,10065
P0004469,M000748,2026-06-08,精肉,2,2120
P0004470,M000748,2025-10-31,野菜,5,2745
P0004471,M000748,2026-02-02,調味料,3,1257
P0004472,M000749,2026-04-17,菓子,5,1980
P0004473,M000749,2026-06-10,菓子,4,1312
P0004474,M000749,2025-10-08,米・穀物,3,6237
P0004475,M000749,2025-09-16,有機食品セット,3,13767
P0004476,M000749,2025-07-16,鮮魚,3,3306
P0004477,M000749,2026-04-25,果物,1,686
P0004478,M000749,2026-04-08,飲料,4,1592
P0004479,M000750,2025-11-01,米・穀物,1,2964
P0004480,M000750,2026-03-18,米・穀物,1,3504
P0004481,M000750,2026-02-05,米・穀物,4,15160
P0004482,M000750,2025-11-27,果物,5,5860
P0004483,M000750,2025-08-11,果物,4,4012
P0004484,M000751,2025-12-26,精肉,4,6156
P0004485,M000751,2026-05-11,調味料,5,3165
P0004486,M000751,2026-04-13,精肉,2,3896
P0004487,M000751,2026-03-09,精肉,4,7476
P0004488,M000751,2026-01-24,調味料,4,2196
P0004489,M000751,2026-04-18,惣菜,3,2280
P0004490,M000751,2025-10-09,惣菜,2,1348
P0004491,M000751,2025-08-24,野菜,2,1070
P0004492,M000752,2026-06-16,飲料,5,2665
P0004493,M000752,2026-05-06,野菜,1,533
P0004494,M000752,2026-05-23,野菜,4,2704
P0004495,M000752,2025-08-20,惣菜,4,2256
P0004496,M000752,2025-07-16,鮮魚,5,6370
P0004497,M000752,2025-10-24,惣菜,3,2319
P0004498,M000752,2026-04-25,精肉,5,9060
P0004499,M000753,2026-06-24,米・穀物,3,7968
P0004500,M000753,2025-10-17,菓子,4,2328
P0004501,M000753,2026-03-23,精肉,4,5552
P0004502,M000754,2026-04-18,飲料,4,1552
P0004503,M000754,2026-04-10,菓子,3,1821
P0004504,M000754,2026-04-10,菓子,5,3275
P0004505,M000754,2025-12-03,惣菜,4,2300
P0004506,M000754,2025-12-05,野菜,4,1800
P0004507,M000754,2026-04-17,野菜,5,3515
P0004508,M000754,2025-11-28,精肉,3,2037
P0004509,M000754,2025-08-21,果物,5,4570
P0004510,M000755,2025-11-24,精肉,1,1209
P0004511,M000755,2026-05-03,菓子,2,832
P0004512,M000755,2026-04-12,飲料,4,1456
P0004513,M000755,2025-07-15,精肉,2,1714
P0004514,M000755,2025-09-27,果物,5,4040
P0004515,M000755,2026-04-20,惣菜,1,351
P0004516,M000756,2025-08-11,有機食品セット,4,13216
P0004517,M000756,2025-11-13,野菜,1,335
P0004518,M000756,2025-12-10,野菜,1,534
P0004519,M000756,2026-01-01,有機食品セット,5,16420
P0004520,M000756,2025-09-29,精肉,1,896
P0004521,M000756,2025-12-20,野菜,5,2385
P0004522,M000757,2025-11-14,惣菜,3,2349
P0004523,M000757,2025-07-13,野菜,2,610
P0004524,M000757,2026-04-18,精肉,3,3411
P0004525,M000757,2026-03-01,飲料,2,1216
P0004526,M000757,2025-11-12,野菜,4,2536
P0004527,M000757,2025-11-04,鮮魚,4,10792
P0004528,M000757,2026-06-25,米・穀物,1,3551
P0004529,M000758,2026-02-27,米・穀物,3,5607
P0004530,M000758,2025-10-17,菓子,4,2176
P0004531,M000758,2025-09-20,惣菜,1,742
P0004532,M000758,2026-02-14,有機食品セット,5,22580
P0004533,M000758,2025-08-20,惣菜,5,2715
P0004534,M000758,2026-03-14,惣菜,4,3272
P0004535,M000758,2025-09-15,菓子,3,1434
P0004536,M000758,2025-07-30,菓子,3,1656
P0004537,M000759,2026-02-06,飲料,3,1536
P0004538,M000759,2026-02-14,野菜,2,1416
P0004539,M000759,2026-03-25,惣菜,4,1312
P0004540,M000759,2026-02-12,果物,2,1456
P0004541,M000759,2025-10-24,米・穀物,5,18340
P0004542,M000759,2026-05-14,果物,4,4284
P0004543,M000760,2025-07-08,精肉,5,4920
P0004544,M000760,2025-07-07,有機食品セット,4,12680
P0004545,M000760,2025-10-29,有機食品セット,2,7708
P0004546,M000760,2026-06-07,鮮魚,2,3188
P0004547,M000760,2025-12-25,有機食品セット,1,4193
P0004548,M000760,2026-04-18,精肉,2,2816
P0004549,M000760,2025-11-18,鮮魚,2,3146
P0004550,M000761,2025-09-06,惣菜,3,2394
P0004551,M000761,2026-03-26,果物,2,1302
P0004552,M000761,2025-11-21,果物,1,736
P0004553,M000762,2026-05-23,調味料,4,2436
P0004554,M000762,2026-06-04,有機食品セット,3,14367
P0004555,M000762,2025-10-06,精肉,5,6305
P0004556,M000762,2026-03-18,鮮魚,5,8690
P0004557,M000762,2025-12-14,果物,3,3267
P0004558,M000763,2026-05-02,惣菜,3,2706
P0004559,M000763,2025-12-01,飲料,1,435
P0004560,M000763,2026-05-19,調味料,2,1048
P0004561,M000763,2025-10-22,菓子,3,1947
P0004562,M000763,2026-01-24,野菜,3,1227
P0004563,M000763,2025-10-07,果物,3,3402
P0004564,M000764,2025-08-11,菓子,2,1170
P0004565,M000764,2026-06-14,有機食品セット,4,12444
P0004566,M000764,2025-09-10,調味料,4,1488
P0004567,M000765,2026-03-09,果物,5,3875
P0004568,M000765,2026-04-21,惣菜,2,1448
P0004569,M000765,2025-08-11,菓子,3,1746
P0004570,M000765,2026-06-15,鮮魚,5,5945
P0004571,M000765,2026-05-04,野菜,4,1972
P0004572,M000765,2026-04-06,飲料,4,1408
P0004573,M000766,2025-10-13,野菜,1,574
P0004574,M000766,2026-05-13,米・穀物,1,4545
P0004575,M000766,2026-04-01,飲料,3,2076
P0004576,M000766,2025-12-12,野菜,2,1036
P0004577,M000766,2026-05-20,精肉,1,841
P0004578,M000766,2026-02-13,有機食品セット,5,20435
P0004579,M000766,2026-01-08,有機食品セット,2,8940
P0004580,M000766,2026-01-13,惣菜,4,1432
P0004581,M000767,2025-11-18,飲料,2,640
P0004582,M000767,2026-06-09,鮮魚,4,8132
P0004583,M000767,2026-04-30,惣菜,4,2852
P0004584,M000767,2026-01-17,菓子,2,846
P0004585,M000768,2025-09-18,菓子,1,583
P0004586,M000768,2025-10-20,菓子,3,1719
P0004587,M000768,2026-04-23,有機食品セット,2,8810
P0004588,M000768,2026-02-25,飲料,2,1016
P0004589,M000768,2025-08-30,精肉,1,1770
P0004590,M000768,2026-04-14,調味料,1,571
P0004591,M000768,2026-01-13,野菜,3,1272
P0004592,M000769,2026-06-08,有機食品セット,5,18570
P0004593,M000769,2025-12-10,鮮魚,1,1762
P0004594,M000769,2026-06-26,野菜,1,819
P0004595,M000769,2025-07-22,有機食品セット,5,17185
P0004596,M000769,2026-03-15,鮮魚,5,6410
P0004597,M000769,2025-07-17,米・穀物,4,7824
P0004598,M000769,2026-02-01,調味料,4,2304
P0004599,M000769,2026-02-28,有機食品セット,1,4854
P0004600,M000769,2026-06-28,飲料,4,2204
P0004601,M000769,2025-11-14,鮮魚,3,3714
P0004602,M000769,2025-08-26,米・穀物,5,18885
P0004603,M000769,2026-06-18,精肉,3,3024
P0004604,M000770,2025-12-11,飲料,3,1128
P0004605,M000770,2025-12-14,惣菜,2,1506
P0004606,M000770,2026-01-10,果物,1,934
P0004607,M000770,2026-05-07,惣菜,1,928
P0004608,M000771,2026-01-05,果物,5,4845
P0004609,M000771,2026-02-01,精肉,2,2292
P0004610,M000771,2026-01-24,菓子,2,758
P0004611,M000771,2025-07-10,菓子,2,1216
P0004612,M000772,2025-08-30,飲料,1,396
P0004613,M000772,2025-12-17,調味料,3,1032
P0004614,M000772,2025-08-22,野菜,4,1396
P0004615,M000772,2026-05-30,調味料,4,1920
P0004616,M000772,2025-07-25,精肉,1,1835
P0004617,M000773,2026-02-08,飲料,5,1385
P0004618,M000773,2025-10-19,飲料,1,446
P0004619,M000773,2025-09-23,飲料,3,693
P0004620,M000774,2025-07-06,有機食品セット,3,9855
P0004621,M000774,2025-07-31,鮮魚,3,4056
P0004622,M000774,2026-05-23,精肉,1,1078
P0004623,M000774,2025-11-16,米・穀物,3,7470
P0004624,M000774,2025-11-18,惣菜,1,831
P0004625,M000775,2025-07-13,惣菜,3,2787
P0004626,M000775,2026-05-28,米・穀物,1,2734
P0004627,M000775,2026-06-27,精肉,5,5585
P0004628,M000775,2025-10-26,果物,2,1952
P0004629,M000775,2025-09-11,菓子,5,2790
P0004630,M000775,2026-03-21,菓子,2,1260
P0004631,M000775,2026-05-05,有機食品セット,2,8718
P0004632,M000775,2025-09-18,野菜,3,1743
P0004633,M000775,2026-03-29,野菜,1,446
P0004634,M000775,2025-10-13,鮮魚,1,1946
P0004635,M000775,2025-09-28,調味料,1,706
P0004636,M000776,2025-10-12,米・穀物,5,15035
P0004637,M000776,2025-11-28,果物,1,1296
P0004638,M000776,2025-09-12,果物,1,1294
P0004639,M000776,2025-11-02,果物,1,610
P0004640,M000776,2026-06-01,鮮魚,4,5232
P0004641,M000777,2025-07-16,飲料,2,806
P0004642,M000777,2025-09-23,惣菜,5,2955
P0004643,M000777,2025-11-16,精肉,5,7250
P0004644,M000777,2026-03-18,鮮魚,2,3624
P0004645,M000777,2025-07-27,調味料,2,1068
P0004646,M000777,2025-08-09,果物,4,3172
P0004647,M000777,2026-04-15,野菜,3,2064
P0004648,M000778,2026-03-12,鮮魚,3,4740
P0004649,M000778,2025-11-05,果物,3,2928
P0004650,M000778,2026-01-23,精肉,5,7290
P0004651,M000778,2026-01-03,米・穀物,4,12344
P0004652,M000778,2026-03-04,米・穀物,1,3610
P0004653,M000778,2026-05-15,有機食品セット,2,4902
P0004654,M000778,2025-10-23,飲料,4,1924
P0004655,M000778,2025-07-30,米・穀物,1,2430
P0004656,M000779,2025-10-15,野菜,5,2845
P0004657,M000779,2026-06-25,野菜,5,2615
P0004658,M000779,2025-08-10,精肉,1,1156
P0004659,M000779,2026-04-05,飲料,3,1068
P0004660,M000780,2026-03-26,野菜,2,978
P0004661,M000780,2025-11-04,果物,3,3327
P0004662,M000781,2026-02-28,野菜,4,2648
P0004663,M000781,2026-03-21,果物,3,3885
P0004664,M000781,2026-01-19,菓子,4,976
P0004665,M000781,2025-09-23,野菜,3,1977
P0004666,M000781,2026-04-30,菓子,2,1442
P0004667,M000782,2025-11-04,米・穀物,5,10155
P0004668,M000782,2026-01-30,飲料,5,2170
P0004669,M000782,2025-09-20,鮮魚,4,6596
P0004670,M000782,2025-07-04,鮮魚,2,2908
P0004671,M000782,2025-07-26,飲料,4,2048
P0004672,M000782,2025-08-04,果物,5,3830
P0004673,M000782,2025-11-12,鮮魚,4,6540
P0004674,M000782,2025-12-02,菓子,5,2985
P0004675,M000783,2025-10-29,飲料,2,938
P0004676,M000783,2026-03-11,野菜,2,1322
P0004677,M000783,2026-04-08,米・穀物,4,8604
P0004678,M000783,2025-10-14,飲料,1,415
P0004679,M000783,2026-03-23,精肉,5,7460
P0004680,M000784,2026-01-22,惣菜,5,2595
P0004681,M000784,2025-07-04,鮮魚,5,7100
P0004682,M000784,2026-05-01,果物,2,1510
P0004683,M000784,2025-07-18,野菜,1,706
P0004684,M000784,2025-09-02,惣菜,2,1444
P0004685,M000784,2025-10-25,野菜,1,527
P0004686,M000785,2026-01-24,果物,2,2438
P0004687,M000785,2026-01-07,米・穀物,5,17600
P0004688,M000785,2026-01-05,米・穀物,3,6291
P0004689,M000785,2026-04-23,調味料,2,948
P0004690,M000785,2025-10-19,惣菜,5,3790
P0004691,M000785,2025-11-05,調味料,2,840
P0004692,M000785,2025-08-08,鮮魚,1,1801
P0004693,M000785,2026-05-07,精肉,2,2706
P0004694,M000786,2026-01-14,惣菜,4,2496
P0004695,M000786,2025-11-22,有機食品セット,2,9970
P0004696,M000786,2025-10-09,調味料,3,1566
P0004697,M000786,2026-02-13,菓子,2,298
P0004698,M000786,2025-12-31,鮮魚,2,3618
P0004699,M000786,2026-04-25,鮮魚,4,7556
P0004700,M000786,2026-06-24,精肉,4,5388
P0004701,M000786,2025-07-07,果物,1,1088
P0004702,M000786,2025-07-14,調味料,3,1680
P0004703,M000787,2025-08-22,果物,2,1696
P0004704,M000787,2025-08-20,有機食品セット,3,10461
P0004705,M000787,2025-10-09,調味料,5,2115
P0004706,M000787,2025-12-21,調味料,2,944
P0004707,M000787,2025-12-03,米・穀物,4,10680
P0004708,M000787,2026-06-14,菓子,5,4190
P0004709,M000787,2025-08-03,惣菜,5,3270
P0004710,M000788,2026-01-22,有機食品セット,3,14862
P0004711,M000788,2025-12-29,米・穀物,5,15265
P0004712,M000788,2025-07-22,米・穀物,3,13041
P0004713,M000788,2026-04-03,精肉,1,1364
P0004714,M000788,2025-08-29,飲料,5,2170
P0004715,M000788,2026-03-16,飲料,4,1796
P0004716,M000788,2026-04-30,調味料,2,1138
P0004717,M000789,2025-09-12,野菜,5,2755
P0004718,M000789,2026-02-22,果物,2,1410
P0004719,M000789,2026-02-14,惣菜,5,3170
P0004720,M000789,2025-07-24,野菜,3,1371
P0004721,M000789,2025-08-02,菓子,3,1089
P0004722,M000789,2025-11-27,果物,4,3724
P0004723,M000789,2025-08-13,惣菜,2,1376
P0004724,M000789,2025-08-31,惣菜,2,1144
P0004725,M000790,2026-02-08,鮮魚,1,1830
P0004726,M000790,2025-12-28,精肉,2,2258
P0004727,M000790,2025-09-09,精肉,3,3276
P0004728,M000790,2026-04-04,菓子,4,1288
P0004729,M000790,2025-07-17,精肉,2,2008
P0004730,M000790,2025-08-03,精肉,5,3740
P0004731,M000790,2025-08-20,有機食品セット,2,8510
P0004732,M000791,2025-08-25,野菜,3,2052
P0004733,M000791,2026-05-01,惣菜,3,1938
P0004734,M000791,2026-02-25,鮮魚,1,1761
P0004735,M000791,2025-08-11,菓子,2,1032
P0004736,M000791,2026-04-20,精肉,4,5616
P0004737,M000791,2025-07-14,米・穀物,1,2453
P0004738,M000791,2025-12-18,菓子,2,764
P0004739,M000792,2025-08-31,菓子,1,413
