明細ID,取引ID,商品ID,商品名,数量,金額
D00012004,T0003943,G16,しょうゆ,3,960
D00012005,T0003943,G01,トマト,1,262
D00012006,T0003943,G10,食パン,1,236
D00012007,T0003944,G09,こしひかり5kg,1,2816
D00012008,T0003944,G12,緑茶ペットボトル,1,137
D00012009,T0003944,G11,からあげ弁当,3,1805
D00012010,T0003944,G04,バナナ,2,414
D00012011,T0003945,G14,ポテトチップス,2,328
D00012012,T0003945,G11,からあげ弁当,1,577
D00012013,T0003946,G10,食パン,2,419
D00012014,T0003946,G12,緑茶ペットボトル,3,395
D00012015,T0003946,G16,しょうゆ,3,922
D00012016,T0003946,G12,緑茶ペットボトル,2,278
D00012017,T0003946,G09,こしひかり5kg,1,2926
D00012018,T0003947,G09,こしひかり5kg,3,8714
D00012019,T0003947,G14,ポテトチップス,2,331
D00012020,T0003948,G15,チョコレート,3,700
D00012021,T0003948,G03,りんご,2,577
D00012022,T0003948,G01,トマト,1,248
D00012023,T0003948,G12,緑茶ペットボトル,2,273
D00012024,T0003949,G06,鶏むね肉,2,973
D00012025,T0003949,G12,緑茶ペットボトル,2,286
D00012026,T0003950,G06,鶏むね肉,2,902
D00012027,T0003950,G05,牛肉（国産）,1,1030
D00012028,T0003950,G03,りんご,2,583
D00012029,T0003950,G06,鶏むね肉,2,1007
D00012030,T0003951,G01,トマト,1,266
D00012031,T0003951,G06,鶏むね肉,2,987
D00012032,T0003952,G07,さば,2,830
D00012033,T0003953,G10,食パン,2,479
D00012034,T0003953,G05,牛肉（国産）,3,3028
D00012035,T0003953,G12,緑茶ペットボトル,3,423
D00012036,T0003953,G11,からあげ弁当,1,631
D00012037,T0003954,G14,ポテトチップス,3,466
D00012038,T0003954,G01,トマト,1,277
D00012039,T0003955,G15,チョコレート,2,415
D00012040,T0003955,G12,緑茶ペットボトル,1,146
D00012041,T0003955,G11,からあげ弁当,2,1128
D00012042,T0003956,G06,鶏むね肉,3,1526
D00012043,T0003956,G10,食パン,3,730
D00012044,T0003956,G10,食パン,1,250
D00012045,T0003956,G04,バナナ,2,383
D00012046,T0003956,G01,トマト,1,246
D00012047,T0003957,G12,緑茶ペットボトル,2,285
D00012048,T0003958,G04,バナナ,3,584
D00012049,T0003958,G11,からあげ弁当,2,1224
D00012050,T0003958,G15,チョコレート,1,221
D00012051,T0003959,G11,からあげ弁当,2,1178
D00012052,T0003959,G10,食パン,3,659
D00012053,T0003959,G12,緑茶ペットボトル,3,446
D00012054,T0003959,G01,トマト,1,285
D00012055,T0003960,G14,ポテトチップス,1,182
D00012056,T0003961,G14,ポテトチップス,3,472
D00012057,T0003961,G12,緑茶ペットボトル,1,124
D00012058,T0003962,G12,緑茶ペットボトル,3,406
D00012059,T0003962,G02,レタス,1,171
D00012060,T0003962,G03,りんご,3,941
D00012061,T0003962,G02,レタス,2,404
D00012062,T0003962,G08,まぐろ刺身,3,2471
D00012063,T0003963,G12,緑茶ペットボトル,2,273
D00012064,T0003964,G15,チョコレート,1,233
D00012065,T0003964,G05,牛肉（国産）,1,894
D00012066,T0003965,G12,緑茶ペットボトル,2,282
D00012067,T0003965,G06,鶏むね肉,2,924
D00012068,T0003965,G11,からあげ弁当,1,584
D00012069,T0003965,G10,食パン,3,655
D00012070,T0003965,G06,鶏むね肉,1,514
D00012071,T0003966,G06,鶏むね肉,3,1533
D00012072,T0003966,G14,ポテトチップス,3,469
D00012073,T0003966,G07,さば,1,384
D00012074,T0003967,G03,りんご,2,639
D00012075,T0003967,G10,食パン,3,666
D00012076,T0003967,G10,食パン,2,457
D00012077,T0003967,G15,チョコレート,3,623
D00012078,T0003968,G13,コーヒー豆,3,2418
D00012079,T0003968,G10,食パン,2,478
D00012080,T0003969,G10,食パン,3,711
D00012081,T0003969,G03,りんご,3,907
D00012082,T0003969,G14,ポテトチップス,2,352
D00012083,T0003970,G11,からあげ弁当,3,1733
D00012084,T0003970,G12,緑茶ペットボトル,2,248
D00012085,T0003970,G11,からあげ弁当,1,619
D00012086,T0003970,G10,食パン,1,251
D00012087,T0003971,G09,こしひかり5kg,2,5560
D00012088,T0003971,G15,チョコレート,2,482
D00012089,T0003971,G16,しょうゆ,1,323
D00012090,T0003971,G14,ポテトチップス,1,162
D00012091,T0003972,G06,鶏むね肉,1,441
D00012092,T0003972,G07,さば,3,1190
D00012093,T0003972,G09,こしひかり5kg,3,7488
D00012094,T0003973,G15,チョコレート,1,241
D00012095,T0003973,G06,鶏むね肉,1,515
D00012096,T0003973,G15,チョコレート,2,416
D00012097,T0003973,G06,鶏むね肉,3,1460
D00012098,T0003973,G04,バナナ,1,227
D00012099,T0003974,G04,バナナ,2,402
D00012100,T0003974,G10,食パン,2,440
D00012101,T0003974,G09,こしひかり5kg,2,4991
D00012102,T0003974,G12,緑茶ペットボトル,1,125
D00012103,T0003974,G10,食パン,3,735
D00012104,T0003975,G04,バナナ,1,228
D00012105,T0003976,G11,からあげ弁当,3,1673
D00012106,T0003976,G10,食パン,3,756
D00012107,T0003976,G16,しょうゆ,1,325
D00012108,T0003976,G03,りんご,2,585
D00012109,T0003976,G16,しょうゆ,3,1082
D00012110,T0003977,G14,ポテトチップス,1,161
D00012111,T0003977,G15,チョコレート,1,236
D00012112,T0003977,G10,食パン,3,633
D00012113,T0003977,G04,バナナ,1,220
D00012114,T0003977,G06,鶏むね肉,2,970
D00012115,T0003978,G13,コーヒー豆,1,791
D00012116,T0003978,G01,トマト,1,260
D00012117,T0003978,G05,牛肉（国産）,3,2896
D00012118,T0003978,G15,チョコレート,3,701
D00012119,T0003979,G05,牛肉（国産）,1,952
D00012120,T0003980,G01,トマト,3,755
D00012121,T0003980,G03,りんご,1,286
D00012122,T0003980,G01,トマト,3,748
D00012123,T0003980,G13,コーヒー豆,2,1599
D00012124,T0003980,G03,りんご,1,289
D00012125,T0003981,G14,ポテトチップス,3,544
D00012126,T0003982,G04,バナナ,2,434
D00012127,T0003983,G04,バナナ,2,452
D00012128,T0003983,G10,食パン,2,484
D00012129,T0003984,G10,食パン,3,757
D00012130,T0003985,G10,食パン,3,660
D00012131,T0003985,G12,緑茶ペットボトル,2,285
D00012132,T0003985,G14,ポテトチップス,2,360
D00012133,T0003986,G11,からあげ弁当,2,1215
D00012134,T0003986,G10,食パン,3,757
D00012135,T0003987,G08,まぐろ刺身,1,767
D00012136,T0003987,G01,トマト,2,475
D00012137,T0003988,G12,緑茶ペットボトル,2,267
D00012138,T0003988,G07,さば,2,785
D00012139,T0003988,G15,チョコレート,2,416
D00012140,T0003988,G05,牛肉（国産）,3,2931
D00012141,T0003988,G08,まぐろ刺身,1,894
D00012142,T0003989,G09,こしひかり5kg,3,8319
D00012143,T0003989,G01,トマト,1,280
D00012144,T0003990,G10,食パン,2,427
D00012145,T0003990,G05,牛肉（国産）,2,1772
D00012146,T0003991,G02,レタス,3,590
D00012147,T0003991,G07,さば,1,439
D00012148,T0003991,G08,まぐろ刺身,2,1708
D00012149,T0003991,G05,牛肉（国産）,3,2826
D00012150,T0003991,G02,レタス,1,177
D00012151,T0003992,G06,鶏むね肉,2,938
D00012152,T0003993,G13,コーヒー豆,3,2660
D00012153,T0003993,G04,バナナ,1,209
D00012154,T0003994,G06,鶏むね肉,1,438
D00012155,T0003995,G12,緑茶ペットボトル,1,130
D00012156,T0003995,G01,トマト,2,489
D00012157,T0003996,G03,りんご,3,975
D00012158,T0003996,G09,こしひかり5kg,3,7769
D00012159,T0003996,G14,ポテトチップス,3,519
D00012160,T0003996,G03,りんご,1,307
D00012161,T0003997,G14,ポテトチップス,3,476
D00012162,T0003997,G03,りんご,2,644
D00012163,T0003997,G06,鶏むね肉,2,951
D00012164,T0003997,G01,トマト,1,242
D00012165,T0003998,G11,からあげ弁当,3,1692
D00012166,T0003998,G10,食パン,2,425
D00012167,T0003998,G05,牛肉（国産）,3,2584
D00012168,T0003998,G10,食パン,2,431
D00012169,T0003998,G04,バナナ,3,632
D00012170,T0003999,G03,りんご,1,303
D00012171,T0003999,G09,こしひかり5kg,3,8278
D00012172,T0003999,G16,しょうゆ,3,1052
D00012173,T0004000,G03,りんご,3,872
D00012174,T0004000,G12,緑茶ペットボトル,2,270
D00012175,T0004000,G11,からあげ弁当,1,613
D00012176,T0004001,G15,チョコレート,3,616
D00012177,T0004002,G04,バナナ,3,625
D00012178,T0004002,G03,りんご,2,575
D00012179,T0004002,G01,トマト,2,553
D00012180,T0004002,G10,食パン,1,223
D00012181,T0004002,G11,からあげ弁当,3,1848
D00012182,T0004003,G12,緑茶ペットボトル,2,290
D00012183,T0004003,G10,食パン,3,750
D00012184,T0004004,G15,チョコレート,2,427
D00012185,T0004004,G03,りんご,3,871
D00012186,T0004004,G01,トマト,3,776
D00012187,T0004004,G02,レタス,3,524
D00012188,T0004005,G03,りんご,1,329
D00012189,T0004006,G07,さば,1,395
D00012190,T0004006,G14,ポテトチップス,2,308
D00012191,T0004006,G15,チョコレート,1,225
D00012192,T0004007,G03,りんご,1,320
D00012193,T0004007,G12,緑茶ペットボトル,1,138
D00012194,T0004007,G06,鶏むね肉,1,449
D00012195,T0004007,G15,チョコレート,1,228
D00012196,T0004008,G06,鶏むね肉,3,1320
D00012197,T0004008,G01,トマト,3,814
D00012198,T0004008,G04,バナナ,1,216
D00012199,T0004008,G11,からあげ弁当,2,1121
D00012200,T0004008,G14,ポテトチップス,1,161
D00012201,T0004009,G15,チョコレート,1,200
D00012202,T0004010,G15,チョコレート,1,213
D00012203,T0004010,G15,チョコレート,1,227
D00012204,T0004010,G15,チョコレート,3,676
D00012205,T0004010,G01,トマト,3,733
D00012206,T0004011,G04,バナナ,3,646
D00012207,T0004012,G07,さば,2,789
D00012208,T0004012,G02,レタス,3,608
D00012209,T0004013,G05,牛肉（国産）,2,2066
D00012210,T0004013,G15,チョコレート,1,210
D00012211,T0004014,G15,チョコレート,1,200
D00012212,T0004014,G14,ポテトチップス,3,459
D00012213,T0004015,G02,レタス,1,171
D00012214,T0004015,G01,トマト,2,562
D00012215,T0004016,G03,りんご,1,316
D00012216,T0004016,G06,鶏むね肉,2,925
D00012217,T0004017,G02,レタス,1,189
D00012218,T0004017,G12,緑茶ペットボトル,2,272
D00012219,T0004017,G11,からあげ弁当,2,1152
D00012220,T0004017,G10,食パン,1,238
D00012221,T0004017,G01,トマト,2,488
D00012222,T0004018,G16,しょうゆ,1,335
D00012223,T0004018,G05,牛肉（国産）,2,1842
D00012224,T0004018,G08,まぐろ刺身,2,1627
D00012225,T0004018,G12,緑茶ペットボトル,3,418
D00012226,T0004019,G09,こしひかり5kg,1,2618
D00012227,T0004019,G04,バナナ,3,598
D00012228,T0004020,G01,トマト,3,775
D00012229,T0004020,G12,緑茶ペットボトル,1,148
D00012230,T0004020,G16,しょうゆ,2,731
D00012231,T0004020,G01,トマト,2,488
D00012232,T0004020,G14,ポテトチップス,2,334
D00012233,T0004021,G10,食パン,2,446
D00012234,T0004021,G14,ポテトチップス,1,169
D00012235,T0004021,G03,りんご,1,288
D00012236,T0004021,G12,緑茶ペットボトル,2,281
D00012237,T0004021,G09,こしひかり5kg,1,2959
D00012238,T0004022,G10,食パン,2,467
D00012239,T0004022,G08,まぐろ刺身,2,1822
D00012240,T0004022,G12,緑茶ペットボトル,3,410
D00012241,T0004022,G10,食パン,3,657
D00012242,T0004022,G03,りんご,2,604
D00012243,T0004023,G09,こしひかり5kg,2,5404
D00012244,T0004023,G04,バナナ,3,623
D00012245,T0004023,G05,牛肉（国産）,1,874
D00012246,T0004023,G02,レタス,2,406
D00012247,T0004023,G01,トマト,1,241
D00012248,T0004024,G12,緑茶ペットボトル,1,130
D00012249,T0004024,G10,食パン,3,654
D00012250,T0004024,G12,緑茶ペットボトル,3,436
D00012251,T0004024,G03,りんご,3,876
D00012252,T0004025,G14,ポテトチップス,1,171
D00012253,T0004025,G11,からあげ弁当,1,547
D00012254,T0004025,G14,ポテトチップス,2,337
D00012255,T0004026,G14,ポテトチップス,3,520
D00012256,T0004026,G10,食パン,1,229
D00012257,T0004026,G03,りんご,1,293
D00012258,T0004026,G08,まぐろ刺身,3,2626
D00012259,T0004026,G04,バナナ,1,206
D00012260,T0004027,G06,鶏むね肉,3,1490
D00012261,T0004027,G02,レタス,1,204
D00012262,T0004027,G06,鶏むね肉,2,951
D00012263,T0004027,G01,トマト,3,727
D00012264,T0004028,G02,レタス,1,197
D00012265,T0004028,G09,こしひかり5kg,3,8923
D00012266,T0004028,G10,食パン,2,426
D00012267,T0004029,G14,ポテトチップス,2,322
D00012268,T0004030,G02,レタス,2,369
D00012269,T0004030,G10,食パン,3,636
D00012270,T0004030,G10,食パン,1,249
D00012271,T0004031,G03,りんご,2,612
D00012272,T0004031,G06,鶏むね肉,3,1437
D00012273,T0004031,G09,こしひかり5kg,2,5905
D00012274,T0004032,G06,鶏むね肉,1,431
D00012275,T0004032,G10,食パン,3,711
D00012276,T0004033,G12,緑茶ペットボトル,3,377
D00012277,T0004034,G15,チョコレート,1,237
D00012278,T0004034,G09,こしひかり5kg,3,8740
D00012279,T0004035,G03,りんご,1,333
D00012280,T0004035,G12,緑茶ペットボトル,1,142
D00012281,T0004035,G10,食パン,3,732
D00012282,T0004035,G10,食パン,1,251
D00012283,T0004036,G02,レタス,2,360
D00012284,T0004036,G04,バナナ,3,654
D00012285,T0004036,G14,ポテトチップス,2,330
D00012286,T0004037,G14,ポテトチップス,2,310
D00012287,T0004037,G04,バナナ,2,400
D00012288,T0004037,G05,牛肉（国産）,1,1028
D00012289,T0004037,G03,りんご,1,297
D00012290,T0004037,G01,トマト,1,276
D00012291,T0004038,G16,しょうゆ,2,674
D00012292,T0004038,G02,レタス,2,347
D00012293,T0004038,G04,バナナ,1,219
D00012294,T0004038,G05,牛肉（国産）,3,3009
D00012295,T0004038,G01,トマト,1,282
D00012296,T0004039,G03,りんご,2,588
D00012297,T0004039,G09,こしひかり5kg,3,7458
D00012298,T0004039,G06,鶏むね肉,3,1539
D00012299,T0004039,G01,トマト,1,271
D00012300,T0004039,G10,食パン,2,459
D00012301,T0004040,G08,まぐろ刺身,1,908
D00012302,T0004040,G05,牛肉（国産）,2,1815
D00012303,T0004041,G02,レタス,3,593
D00012304,T0004041,G14,ポテトチップス,1,161
D00012305,T0004041,G01,トマト,3,803
D00012306,T0004041,G09,こしひかり5kg,3,7561
D00012307,T0004042,G11,からあげ弁当,3,1685
D00012308,T0004042,G08,まぐろ刺身,3,2386
D00012309,T0004042,G15,チョコレート,2,444
D00012310,T0004042,G02,レタス,2,402
D00012311,T0004043,G15,チョコレート,3,611
D00012312,T0004043,G10,食パン,2,461
D00012313,T0004044,G09,こしひかり5kg,3,8073
D00012314,T0004045,G14,ポテトチップス,3,504
D00012315,T0004045,G06,鶏むね肉,2,1016
D00012316,T0004045,G06,鶏むね肉,2,1025
D00012317,T0004045,G03,りんご,2,596
D00012318,T0004045,G16,しょうゆ,1,364
D00012319,T0004046,G09,こしひかり5kg,3,8092
D00012320,T0004046,G15,チョコレート,1,239
D00012321,T0004047,G01,トマト,2,524
D00012322,T0004048,G03,りんご,3,881
D00012323,T0004048,G14,ポテトチップス,3,505
D00012324,T0004048,G02,レタス,1,204
D00012325,T0004048,G15,チョコレート,3,632
D00012326,T0004049,G04,バナナ,3,610
D00012327,T0004049,G15,チョコレート,1,211
D00012328,T0004049,G15,チョコレート,3,678
D00012329,T0004050,G07,さば,3,1196
D00012330,T0004050,G06,鶏むね肉,3,1294
D00012331,T0004050,G12,緑茶ペットボトル,1,126
D00012332,T0004050,G07,さば,2,786
D00012333,T0004051,G08,まぐろ刺身,1,857
D00012334,T0004052,G07,さば,3,1281
D00012335,T0004053,G06,鶏むね肉,2,901
D00012336,T0004053,G08,まぐろ刺身,1,857
D00012337,T0004053,G08,まぐろ刺身,1,844
D00012338,T0004053,G05,牛肉（国産）,1,978
D00012339,T0004053,G04,バナナ,2,456
D00012340,T0004054,G07,さば,1,398
D00012341,T0004054,G01,トマト,1,279
D00012342,T0004054,G11,からあげ弁当,3,1578
D00012343,T0004054,G15,チョコレート,3,694
D00012344,T0004054,G12,緑茶ペットボトル,3,445
D00012345,T0004055,G16,しょうゆ,3,997
D00012346,T0004055,G10,食パン,1,237
D00012347,T0004055,G02,レタス,3,565
D00012348,T0004056,G02,レタス,2,394
D00012349,T0004056,G14,ポテトチップス,2,363
D00012350,T0004056,G14,ポテトチップス,2,365
D00012351,T0004056,G14,ポテトチップス,2,343
D00012352,T0004056,G03,りんご,3,962
D00012353,T0004057,G07,さば,3,1264
D00012354,T0004057,G12,緑茶ペットボトル,3,397
D00012355,T0004057,G06,鶏むね肉,3,1401
D00012356,T0004058,G10,食パン,2,472
D00012357,T0004058,G05,牛肉（国産）,2,1805
D00012358,T0004058,G09,こしひかり5kg,2,5202
D00012359,T0004059,G12,緑茶ペットボトル,2,253
D00012360,T0004059,G12,緑茶ペットボトル,3,437
D00012361,T0004059,G09,こしひかり5kg,2,5160
D00012362,T0004059,G14,ポテトチップス,1,172
D00012363,T0004060,G01,トマト,3,761
D00012364,T0004061,G06,鶏むね肉,2,880
D00012365,T0004062,G06,鶏むね肉,1,482
D00012366,T0004062,G12,緑茶ペットボトル,1,137
D00012367,T0004062,G09,こしひかり5kg,2,5559
D00012368,T0004062,G03,りんご,3,868
D00012369,T0004062,G01,トマト,2,558
D00012370,T0004063,G06,鶏むね肉,2,950
D00012371,T0004064,G05,牛肉（国産）,1,927
D00012372,T0004065,G08,まぐろ刺身,3,2330
D00012373,T0004066,G11,からあげ弁当,3,1884
D00012374,T0004067,G12,緑茶ペットボトル,1,140
D00012375,T0004067,G11,からあげ弁当,1,604
D00012376,T0004067,G01,トマト,3,849
D00012377,T0004067,G07,さば,2,855
D00012378,T0004068,G05,牛肉（国産）,2,1782
D00012379,T0004069,G01,トマト,2,551
D00012380,T0004069,G07,さば,3,1331
D00012381,T0004069,G12,緑茶ペットボトル,2,251
D00012382,T0004069,G08,まぐろ刺身,2,1677
D00012383,T0004070,G03,りんご,2,674
D00012384,T0004070,G10,食パン,2,437
D00012385,T0004070,G13,コーヒー豆,3,2365
D00012386,T0004070,G07,さば,3,1204
D00012387,T0004070,G02,レタス,2,381
D00012388,T0004071,G14,ポテトチップス,2,347
D00012389,T0004071,G06,鶏むね肉,1,504
D00012390,T0004071,G03,りんご,3,1034
D00012391,T0004071,G02,レタス,2,353
D00012392,T0004072,G16,しょうゆ,2,705
D00012393,T0004072,G04,バナナ,2,447
D00012394,T0004072,G12,緑茶ペットボトル,1,144
D00012395,T0004072,G15,チョコレート,3,656
D00012396,T0004072,G03,りんご,1,292
D00012397,T0004073,G06,鶏むね肉,2,874
D00012398,T0004073,G07,さば,3,1160
D00012399,T0004073,G13,コーヒー豆,1,835
D00012400,T0004073,G02,レタス,2,376
D00012401,T0004073,G12,緑茶ペットボトル,3,415
D00012402,T0004074,G06,鶏むね肉,2,953
D00012403,T0004074,G11,からあげ弁当,2,1117
D00012404,T0004074,G14,ポテトチップス,3,522
D00012405,T0004074,G13,コーヒー豆,2,1577
D00012406,T0004075,G05,牛肉（国産）,1,880
D00012407,T0004076,G02,レタス,3,574
D00012408,T0004076,G15,チョコレート,1,203
D00012409,T0004076,G08,まぐろ刺身,1,783
D00012410,T0004077,G16,しょうゆ,3,1070
D00012411,T0004078,G04,バナナ,3,625
D00012412,T0004078,G10,食パン,2,475
D00012413,T0004078,G16,しょうゆ,3,937
D00012414,T0004079,G01,トマト,2,519
D00012415,T0004080,G10,食パン,1,221
D00012416,T0004080,G10,食パン,2,458
D00012417,T0004081,G04,バナナ,1,195
D00012418,T0004081,G15,チョコレート,1,217
D00012419,T0004082,G11,からあげ弁当,3,1658
D00012420,T0004082,G12,緑茶ペットボトル,3,431
D00012421,T0004082,G09,こしひかり5kg,1,2558
D00012422,T0004083,G06,鶏むね肉,3,1377
D00012423,T0004083,G09,こしひかり5kg,2,5632
D00012424,T0004083,G11,からあげ弁当,2,1088
D00012425,T0004083,G12,緑茶ペットボトル,3,377
D00012426,T0004084,G12,緑茶ペットボトル,3,429
D00012427,T0004084,G10,食パン,1,236
D00012428,T0004085,G07,さば,3,1181
D00012429,T0004085,G01,トマト,3,848
D00012430,T0004086,G13,コーヒー豆,2,1617
D00012431,T0004087,G15,チョコレート,3,706
D00012432,T0004087,G03,りんご,1,336
D00012433,T0004087,G15,チョコレート,3,622
D00012434,T0004087,G06,鶏むね肉,2,875
D00012435,T0004088,G15,チョコレート,1,215
